bathroom_count,bedroom_count,build_year,cadastral_income,consumption_per_m2,epc,fireplace_count,fireplace_exists,furnish_exists,garden_exists,garden_orientation,garden_surface,gas_water_electricity_exists,habitable_surface,has_starting_price,heating_type,immoweb_id,is_holiday_property,kitchen_exists,kitchen_surface,kitchen_type,land_surface,living_surface,location,parking_box_count,parking_count_inside,parking_count_outside,postal_code,price,property_type,room_count,sale_type,sea_view_exists,sewer_exists,state_of_building,subtype,swimming_pool,terrace_exists,terrace_orientation,terrace_surface,toilet_count,transaction_subtype,url,wall_count
1,4,1965,498,396,D,,False,False,False,,,True,166,False,GAS,11051345,,True,26,INSTALLED,141,36,Hamme,,1,1,9220,249000,HOUSE,6,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,False,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Hamme/9220/11051345,3
1,1,,0,,,,False,False,False,,,,76,False,,10920263,,True,7,HYPER_EQUIPPED,,30,Aalst,,,,9300,249000,APARTMENT,2,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,6,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Aalst/9300/10920263,2
1,3,1918,640,354,D,,False,False,False,,,,145,False,ELECTRIC,11043955,,True,,SEMI_EQUIPPED,130,,Sint-Niklaas,,,,9100,249000,HOUSE,5,NORMAL_SALE,,,GOOD,HOUSE,False,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Niklaas/9100/11043955,2
1,1,,0,,B,,False,False,False,,,,34,False,,10912371,,False,,,,,Gent,,,,9000,249000,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/10912371,2
1,1,,0,,,,False,False,False,,,True,34,False,,10925658,,False,,,146,,Gent,,,,9000,249000,HOUSE,3,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/10925658,2
1,3,,1018,300,C,,False,False,False,,,,,False,,10802963,,False,,,364,,Sint-Lievens-Houtem,,1,,9520,249000,HOUSE,4,NORMAL_SALE,,CONNECTED,,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Lievens-Houtem/9520/10802963,3
1,1,,0,,C,,False,False,False,,,,35,False,,11156354,,False,,,,,Gent,,,,9000,249000,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11156354,2
1,2,2008,662,134,B,,False,False,False,,,,68,False,,11088721,,False,,,,,Aalter,,1,1,9910,249000,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Aalter/9910/11088721,
1,3,,535,156,B,,False,False,False,,,True,,False,GAS,10952765,,False,,,159,,Sint-Lievens-Houtem,,,,9520,249000,HOUSE,4,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Lievens-Houtem/9520/10952765,3
1,3,1971,979,318,D,,False,False,False,,,,107,False,GAS,11117871,,False,9,,,41,Gent,,,,9000,249000,APARTMENT,5,NORMAL_SALE,,,TO_BE_DONE_UP,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11117871,
1,2,2007,0,83,A,,False,False,False,,,,93,False,GAS,10964595,,True,,INSTALLED,,,Maldegem,,,,9990,249000,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Maldegem/9990/10964595,2
1,4,,0,200,B,-1,True,False,False,,,False,119,False,,11046601,,False,,,180,,Ninove,,,,9400,249000,HOUSE,7,NORMAL_SALE,,,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ninove/9400/11046601,2
1,2,2008,0,153,B,,False,False,False,,,,90,False,GAS,11003801,,True,8,INSTALLED,,30,Denderleeuw,,,1,9472,249000,APARTMENT,3,NORMAL_SALE,,,GOOD,GROUND_FLOOR,False,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Denderleeuw/9472/11003801,
1,3,1962,891,1036,F,,False,False,False,,,True,182,False,FUELOIL,10985705,,True,11,INSTALLED,353,29,Mere,,1,,9420,249000,HOUSE,6,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Mere/9420/10985705,3
1,5,,0,729,F,,False,False,False,,,,168,True,ELECTRIC,11008536,,True,,INSTALLED,534,,Sint-Lievens-Houtem,,1,2,9520,249000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,MIXED_USE_BUILDING,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Lievens-Houtem/9520/11008536,
1,2,1978,498,405,E,,False,False,False,,,,67,False,,11117899,,False,7,,240,27,Aalst (9300),,,,9300,249000,HOUSE,3,NORMAL_SALE,,CONNECTED,TO_RENOVATE,MIXED_USE_BUILDING,,True,,29,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst-(9300)/9300/11117899,
1,2,1970,808,232,C,,False,False,False,,,,102,False,GAS,10842596,,True,,HYPER_EQUIPPED,,,Aalst,,,,9300,249000,APARTMENT,5,NORMAL_SALE,,,GOOD,APARTMENT,False,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Aalst/9300/10842596,2
2,3,,252,479,E,,False,False,True,,100,True,212,False,GAS,10979527,,True,9,INSTALLED,136,36,Steendorp,,,,9140,249000,HOUSE,7,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,True,,16,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Steendorp/9140/10979527,2
1,3,2008,707,168,B,,False,False,False,,,,110,False,GAS,11088431,,True,10,INSTALLED,,28,Hillegem,,1,,9550,249000,APARTMENT,5,NOTARY_SALE,,,AS_NEW,APARTMENT,,True,,14,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Hillegem/9550/11088431,
1,1,2020,0,19,A,,False,False,False,,,,88,False,GAS,10888277,,True,,HYPER_EQUIPPED,,40,Burst,,,,9420,249000,APARTMENT,3,NORMAL_SALE,,,AS_NEW,GROUND_FLOOR,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Burst/9420/10888277,
1,4,1987,883,265,C,,False,False,False,,,,138,False,GAS,11150467,,False,20,,,,Sint-Niklaas,,,,9100,249000,APARTMENT,5,NORMAL_SALE,,,,APARTMENT,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Niklaas/9100/11150467,2
1,2,1954,612,413,E,,False,False,False,,,,115,False,GAS,11091815,,True,22,INSTALLED,211,30,Aalst,,,1,9300,249000,HOUSE,5,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9300/11091815,2
1,2,,0,259,C,,False,False,False,,,True,122,,,10996477,,False,,,38,,AALST,,,,9300,249000,HOUSE,4,NORMAL_SALE,,,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/AALST/9300/10996477,2
1,2,,0,1207,F,-1,True,False,False,,,True,159,True,GAS,10814990,,True,,SEMI_EQUIPPED,0,,KALKEN,,4,,9270,249000,HOUSE,4,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/KALKEN/9270/10814990,4
1,3,,0,472,E,,False,False,False,,,True,139,False,GAS,11149337,,True,10,INSTALLED,70,25,Wetteren,,,,9230,249000,HOUSE,6,NORMAL_SALE,,,TO_BE_DONE_UP,HOUSE,,True,,6,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Wetteren/9230/11149337,2
1,3,1971,0,461,E,,False,False,False,,,,128,,,10996482,,False,,,,,AALST,,,,9300,249000,APARTMENT,5,NORMAL_SALE,,,,APARTMENT,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/AALST/9300/10996482,
1,3,1933,342,328,D,-1,True,False,False,,,False,127,False,GAS,10850308,,True,,INSTALLED,100,26,NIEUWKERKEN-WAAS,,,,9100,249000,HOUSE,6,NORMAL_SALE,,,GOOD,HOUSE,,True,,12,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/NIEUWKERKEN-WAAS/9100/10850308,3
1,2,1967,793,1243,F,,False,False,False,,,,219,False,FUELOIL,10916375,,False,,,220,42,Herzele,,1,1,9550,249000,HOUSE,4,NORMAL_SALE,,,TO_RENOVATE,HOUSE,False,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Herzele/9550/10916375,3
1,4,,413,608,F,1,True,False,False,,,,285,,GAS,11083590,,False,9,,1493,41,Viane,,,1,9500,249000,HOUSE,6,NORMAL_SALE,,,GOOD,HOUSE,,True,SOUTH,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Viane/9500/11083590,
1,2,,488,172,B,,False,True,False,,,,84,False,GAS,10991101,,True,,INSTALLED,,,Deinze,,,,9850,249000,APARTMENT,4,NORMAL_SALE,,,AS_NEW,APARTMENT,False,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Deinze/9850/10991101,2
1,1,2017,0,125,B,,False,False,False,,,,70,False,GAS,11120867,,False,,,,,Wichelen,,,1,9260,249000,APARTMENT,4,NORMAL_SALE,,,GOOD,DUPLEX,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Wichelen/9260/11120867,
1,3,,495,547,F,,False,False,False,,,True,132,False,GAS,10918843,,False,,,100,,Destelbergen,,,,9070,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Destelbergen/9070/10918843,2
1,2,1918,326,302,D,,False,False,False,,,True,77,False,GAS,11018866,,False,,,35,,Gent (9000),,,,9000,249000,HOUSE,4,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent-(9000)/9000/11018866,2
,3,1963,456,715,F,,False,False,False,,,,,False,,11156189,,False,,,142,,Lokeren,,,,9160,249000,HOUSE,3,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lokeren/9160/11156189,
1,3,1930,314,514,F,,False,False,False,,,True,111,False,ELECTRIC,10843165,,False,,,120,,Lochristi,,,,9080,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lochristi/9080/10843165,2
1,2,1918,317,239,C,,False,False,False,,,,115,False,GAS,10957637,,False,,,195,,Oostakker,,1,,9041,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oostakker/9041/10957637,
1,3,,0,352,D,,False,False,False,,,,,False,,11106541,,False,,,0,,Oudenaarde,,,2,9700,249000,HOUSE,5,NORMAL_SALE,,,,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/11106541,
1,5,,0,889,F,,False,False,False,,,,236,False,FUELOIL,10759395,,False,,,230,,Dendermonde,,2,,9200,249000,HOUSE,7,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Dendermonde/9200/10759395,
,3,,763,744,F,,False,False,False,,,True,,False,ELECTRIC,10638257,,False,,,230,,Berlare,,,,9290,249000,HOUSE,3,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Berlare/9290/10638257,2
1,3,,0,370,D,,False,False,False,,,True,139,False,GAS,11108600,,True,,USA_INSTALLED,0,,Hamme,,,1,9220,249000,HOUSE,4,NORMAL_SALE,,,GOOD,HOUSE,,True,,19,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Hamme/9220/11108600,3
1,4,,0,337,D,,False,False,False,,,True,120,False,GAS,10919245,,False,10,,40,,Gent,,,,9050,249000,HOUSE,5,NORMAL_SALE,,,,HOUSE,False,True,,12,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9050/10919245,1
1,3,1953,991,737,F,,False,False,True,,350,,156,False,FUELOIL,11130920,,True,,INSTALLED,555,,Ronse,,1,3,9600,249000,HOUSE,6,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,False,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11130920,3
1,1,1920,652,242,C,,False,False,False,,,,78,,GAS,11152088,,True,,INSTALLED,,47,GENT,,,,9000,248000,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,True,,7,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/GENT/9000/11152088,2
1,3,1949,441,687,F,,False,False,False,,,,168,False,PELLET,10721972,,False,14,,1094,31,Oudenaarde,,1,,9700,248500,HOUSE,5,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/10721972,3
1,2,2013,0,99,A,,False,False,False,,,,83,False,GAS,11128067,,False,,,,33,Zottegem,,1,,9620,248500,APARTMENT,4,NORMAL_SALE,,,,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Zottegem/9620/11128067,2
1,2,2020,0,169,B,,False,False,False,,,,83,False,GAS,11051990,,False,,,,35,Geraardsbergen,,1,1,9500,248500,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Geraardsbergen/9500/11051990,
2,2,2020,0,136,B,,False,False,False,,,,102,False,,9542241,,False,,,729,,Stekene,,,,9190,248500,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Stekene/9190/9542241,
1,3,1918,322,,C,,False,False,False,,,True,118,False,,10989322,,False,,,70,,Sint-Niklaas,,,,9100,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Niklaas/9100/10989322,2
1,3,1870,342,625,F,,False,False,False,,,,165,False,,11096387,,False,,,300,,Beervelde,,1,,9080,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Beervelde/9080/11096387,
1,2,,0,120,B,,False,False,False,,,,75,False,GAS,11094380,,True,,HYPER_EQUIPPED,,,Wetteren,,,,9230,248600,APARTMENT,4,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,6,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Wetteren/9230/11094380,2
1,3,1931,347,535,F,,False,False,False,,,,135,False,,10578006,,False,,,222,,Oostakker,,,,9041,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oostakker/9041/10578006,
,0,1974,0,,F,,False,False,False,,,True,417,,,11098922,,False,,,0,,EREMBODEGEM,,,,9320,249000,HOUSE,,NORMAL_SALE,,,,APARTMENT_BLOCK,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/EREMBODEGEM/9320/11098922,
1,2,,0,585,F,,False,False,False,,,,120,False,,10919614,,False,14,,221,35,Baasrode,,,,9200,249000,HOUSE,3,NORMAL_SALE,,,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Baasrode/9200/10919614,
1,3,,0,425,E,,False,False,False,,,False,,,FUELOIL,11083129,,True,,SEMI_EQUIPPED,0,,WETTEREN,,1,,9230,249000,HOUSE,6,NORMAL_SALE,,,,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/WETTEREN/9230/11083129,
1,3,,0,489,E,,False,False,False,,,,160,False,FUELOIL,11111486,,True,12,SEMI_EQUIPPED,0,,Erembodegem,,2,,9320,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,,HOUSE,,True,,32,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Erembodegem/9320/11111486,
1,1,1953,0,,,,False,False,False,,,True,167,False,GAS,11009284,,True,,SEMI_EQUIPPED,191,,Hamme,,,2,9220,249000,HOUSE,3,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Hamme/9220/11009284,3
1,4,,0,241,C,,False,False,False,,,,,False,GAS,10953348,,True,,INSTALLED,249,,Zele,,,,9240,249000,HOUSE,6,NORMAL_SALE,,,TO_BE_DONE_UP,HOUSE,False,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zele/9240/10953348,2
1,1,1953,0,,,,False,False,False,,,True,167,False,GAS,11045425,,True,,SEMI_EQUIPPED,191,,Hamme,,,2,9220,249000,HOUSE,3,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Hamme/9220/11045425,3
2,3,1953,964,755,F,,False,False,False,,,True,180,False,GAS,11024208,,False,4,,208,28,Grembergen (Dendermonde),,1,,9200,249000,HOUSE,5,NORMAL_SALE,,NOT_CONNECTED,,MIXED_USE_BUILDING,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Grembergen-(Dendermonde)/9200/11024208,2
1,1,1953,0,,,,False,False,False,,,True,167,False,GAS,11051263,,True,,SEMI_EQUIPPED,191,,Hamme,,,2,9220,249000,HOUSE,3,NORMAL_SALE,,,GOOD,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Hamme/9220/11051263,3
1,2,2015,1,,,,False,False,False,,,,95,False,GAS,10612190,,False,,,,,Gavere,,,1,9890,249000,APARTMENT,3,NORMAL_SALE,,,,APARTMENT,False,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gavere/9890/10612190,2
1,4,1918,329,528,F,,False,False,False,,,True,183,False,GAS,10978303,,False,19,,40,32,Temse,,,,9140,249000,HOUSE,5,NORMAL_SALE,,NOT_CONNECTED,,HOUSE,False,True,,33,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Temse/9140/10978303,2
1,5,,0,786,F,,False,False,False,,,,266,False,,11127777,,False,,,0,,Ronse,,,,9600,249000,HOUSE,7,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11127777,
1,3,1936,250,235,C,,False,False,False,,,,124,False,GAS,11084678,,True,10,INSTALLED,100,33,Ninove,,,,9400,249000,HOUSE,5,NORMAL_SALE,,,,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ninove/9400/11084678,2
1,3,2003,0,197,B,,False,False,False,,,,140,False,GAS,11046400,,False,,,,,Temse,,,,9140,249000,APARTMENT,4,NORMAL_SALE,,,GOOD,DUPLEX,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Temse/9140/11046400,
2,3,1874,466,603,F,,False,False,False,,,True,184,False,GAS,10976255,,True,17,HYPER_EQUIPPED,380,,Stekene,,1,,9190,249000,HOUSE,5,NORMAL_SALE,,NOT_CONNECTED,,HOUSE,False,True,,9,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Stekene/9190/10976255,4
1,2,,0,107,B,,False,False,False,,,,90,False,FUELOIL,10659290,,True,10,USA_INSTALLED,,35,Ninove,,,1,9402,249000,APARTMENT,4,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,SOUTH,4,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Ninove/9402/10659290,2
1,3,,0,315,D,,False,False,False,,,,107,False,GAS,11085889,,False,,,,,Merelbeke,,1,,9820,249000,APARTMENT,5,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,10,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Merelbeke/9820/11085889,3
1,3,1976,1090,353,D,,False,False,False,,,,126,False,,10833395,False,False,,,,,Sint-Niklaas,,,,9100,249000,APARTMENT,5,NORMAL_SALE,,,TO_BE_DONE_UP,APARTMENT,False,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Niklaas/9100/10833395,
1,4,,1194,202,C,,False,False,False,,,,,False,,10795304,,False,,,272,,Ronse,,1,1,9600,249000,HOUSE,7,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,MANOR_HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/10795304,
1,5,,0,786,F,,False,False,False,,,,266,False,,11143629,,False,,,0,,Ronse,,,,9600,249000,HOUSE,7,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11143629,
1,3,1931,1189,760,F,,False,False,False,,,,346,False,,10992846,,False,,,290,,Beveren-Waas,,1,,9120,249000,HOUSE,4,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Beveren-Waas/9120/10992846,
1,3,1959,637,695,F,,False,False,True,,330,,167,False,,11146420,,True,,SEMI_EQUIPPED,653,,Ronse,,1,5,9600,249000,HOUSE,5,NORMAL_SALE,,CONNECTED,TO_RENOVATE,VILLA,False,True,,20,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11146420,3
1,4,1968,808,118,B,,False,False,False,,,,170,False,GAS,11139941,,True,9,INSTALLED,,55,Deinze,,,,9800,249000,APARTMENT,6,NORMAL_SALE,,,TO_BE_DONE_UP,APARTMENT,,True,,74,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Deinze/9800/11139941,
1,2,1960,0,243,C,,False,False,False,,,,75,False,,11117807,,False,,,,,Ledeberg,,,,9050,245000,APARTMENT,5,NORMAL_SALE,,,TO_BE_DONE_UP,APARTMENT,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Ledeberg/9050/11117807,
2,4,1874,0,809,F,,False,False,True,,265,,330,False,GAS,11045164,,True,25,SEMI_EQUIPPED,643,50,Erpe-Mere,,,,9420,245000,HOUSE,8,NORMAL_SALE,,,AS_NEW,HOUSE,False,True,,112,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Erpe-Mere/9420/11045164,2
1,1,,260,166,B,,False,False,False,,,,55,False,GAS,11073680,False,False,,,,,Gent,,,,9000,245000,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11073680,2
1,2,2022,0,40,A,,False,False,False,,,,98,False,,10985256,,True,,HYPER_EQUIPPED,,50,Ronse,,,1,9600,245000,APARTMENT,4,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,7,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Ronse/9600/10985256,2
1,3,1962,490,586,F,-1,True,False,False,,,False,185,False,FUELOIL,11136941,,True,,SEMI_EQUIPPED,750,,Kluisbergen,,2,,9690,245000,HOUSE,5,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Kluisbergen/9690/11136941,3
1,2,1988,0,277,C,,False,False,False,,,,98,False,ELECTRIC,10776502,,True,,INSTALLED,,,Eeklo,,,,9900,245000,APARTMENT,4,NORMAL_SALE,,,TO_BE_DONE_UP,APARTMENT,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Eeklo/9900/10776502,
1,4,1948,610,225,C,,False,False,True,,161,True,146,False,GAS,11063896,,True,,INSTALLED,250,,Ronse,,,,9600,245000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,False,True,,13,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11063896,2
1,3,1925,230,142,B,,False,False,True,,25,True,112,False,GAS,11128403,,True,,INSTALLED,83,,Ronse,,,,9600,245000,HOUSE,5,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,False,True,,10,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11128403,2
1,2,1949,398,1086,F,,False,False,False,,,,100,False,GAS,10919708,,False,,,722,,Drongen,,,1,9031,247000,HOUSE,3,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Drongen/9031/10919708,
1,3,1972,671,452,E,,False,False,False,,,,94,False,GAS,11143423,,False,8,,256,34,Zottegem,,1,,9620,247000,HOUSE,5,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zottegem/9620/11143423,
,1,2021,0,,,,False,False,False,,,,81,False,,10711503,,False,,,,,Beveren,,,,9120,247500,APARTMENT,1,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,12,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Beveren/9120/10711503,
1,1,,0,62,A,,False,False,False,,,,,False,,11091118,,False,,,,,Gent,,,,9000,247500,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11091118,
1,2,1991,1279,164,B,,False,False,False,,,,90,False,GAS,11091818,,True,12,NOT_INSTALLED,,45,Aalst,,,2,9300,247500,APARTMENT,4,NORMAL_SALE,,,TO_RENOVATE,APARTMENT,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Aalst/9300/11091818,2
,3,1960,0,1311,F,,False,False,False,,,,122,False,,11060832,,False,9,,0,35,Oudenaarde,,,,9700,247500,HOUSE,4,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/11060832,3
1,1,2023,0,,,,False,False,False,,,,73,False,,11024042,,True,12,INSTALLED,,15,Deinze,,,,9800,247500,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,True,,14,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Deinze/9800/11024042,
