bathroom_count,bedroom_count,build_year,cadastral_income,consumption_per_m2,epc,fireplace_count,fireplace_exists,furnish_exists,garden_exists,garden_orientation,garden_surface,gas_water_electricity_exists,habitable_surface,has_starting_price,heating_type,immoweb_id,is_holiday_property,kitchen_exists,kitchen_surface,kitchen_type,land_surface,living_surface,location,parking_box_count,parking_count_inside,parking_count_outside,postal_code,price,property_type,room_count,sale_type,sea_view_exists,sewer_exists,state_of_building,subtype,swimming_pool,terrace_exists,terrace_orientation,terrace_surface,toilet_count,transaction_subtype,url,wall_count
2,5,1902,0,613,F,,False,True,True,SOUTH,1,True,,False,,11085902,,False,50,,1818,50,Zottegem,,1,1,9620,1000000,HOUSE,13,NORMAL_SALE,,,,HOUSE,False,True,,1,6,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zottegem/9620/11085902,4
8,13,,0,,,,False,False,False,,,,825,False,,11006717,,False,,,0,,Oudenaarde,,,150,9700,1000000,HOUSE,22,NORMAL_SALE,,CONNECTED,,APARTMENT_BLOCK,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/11006717,4
3,3,2003,0,,A,,False,False,True,SOUTH_WEST,1400,True,395,False,FUELOIL,11023955,,True,40,HYPER_EQUIPPED,2220,40,Lokeren,,3,4,9160,1000000,HOUSE,9,NORMAL_SALE,,,JUST_RENOVATED,HOUSE,True,True,SOUTH_WEST,150,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lokeren/9160/11023955,8
1,4,,0,,,,False,False,False,,,,238,False,GAS,10757110,,True,,HYPER_EQUIPPED,1686,,Merelbeke,,,,9820,1000667,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/10757110,
2,5,,0,,,,False,False,False,,,,395,False,,10910816,,False,,,0,,Rupelmonde,,,,9150,1009000,HOUSE,11,NORMAL_SALE,,CONNECTED,,APARTMENT_BLOCK,,False,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Rupelmonde/9150/10910816,
2,2,2022,0,,,,False,False,False,,,,149,False,,9917146,False,True,,HYPER_EQUIPPED,,,St-Denijs-Westrem,,,,9051,1016000,APARTMENT,4,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,11,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/St-Denijs-Westrem/9051/9917146,4
,4,,0,0,,,False,False,False,,,,,False,,11082068,,False,,,1444,,Lembeke,,,,9971,1015226,HOUSE,4,NORMAL_SALE,,,GOOD,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lembeke/9971/11082068,
2,2,,0,,,,False,False,False,,,,108,False,,11130861,,True,18,HYPER_EQUIPPED,,35,Sint-Martens-Latem,,,1,9830,1016000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,DUPLEX,False,True,,11,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Martens-Latem/9830/11130861,4
2,2,,0,,,,False,False,False,,,,108,False,,11130872,,True,18,HYPER_EQUIPPED,,35,Gent,,,1,9000,1016000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,DUPLEX,False,True,,11,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11130872,4
2,3,,0,,,,False,False,False,,,,180,False,,11106513,,False,,,,,Gent,,1,,9000,1020000,APARTMENT,5,NORMAL_SALE,,,,APARTMENT,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11106513,
2,2,,0,,,,False,False,False,,,,108,False,,11153319,,True,18,HYPER_EQUIPPED,,35,Gent Sint-Denijs-Westrem,,,1,9051,1016000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,DUPLEX,False,True,,11,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent-Sint-Denijs-Westrem/9051/11153319,4
2,3,1994,0,110,B,,False,False,False,,,,265,False,GAS,10798819,,True,,HYPER_EQUIPPED,,,Gent,,,,9000,1025000,APARTMENT,9,NORMAL_SALE,,,GOOD,APARTMENT,,True,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/10798819,3
2,2,2020,0,,,,False,False,False,,,,134,False,,11149925,,True,,USA_HYPER_EQUIPPED,,40,Gent,,,1,9000,1047510,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,15,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11149925,2
2,2,2020,0,,,,False,False,False,,,,134,False,,11128309,,True,,USA_HYPER_EQUIPPED,,40,Gent,,,1,9000,1047510,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,15,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11128309,2
,,,0,,,,False,False,False,,,,,False,,11128325,,False,,,,,Gent,,1,1,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11128325,
,,,0,,,,False,False,False,,,,,False,,11149911,,False,,,,,Gent,,1,1,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11149911,
2,3,,0,,,,False,False,False,,,,149,False,,11045824,,True,,INSTALLED,,,Gent,,,,9000,1065000,APARTMENT,7,NORMAL_SALE,,,AS_NEW,PENTHOUSE,False,True,,50,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11045824,4
,,,0,,,,False,False,False,,,,,False,,10902597,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/10902597,
,0,1900,0,254,C,,False,False,False,,,,,False,,11150309,,False,,,0,,Oudenaarde,,,,9700,1050000,HOUSE,,NORMAL_SALE,,,GOOD,APARTMENT_BLOCK,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/11150309,4
1,3,,0,1008,F,,False,False,False,,,,,,ELECTRIC,11044830,,False,,,13800,,Belsele,,1,1,9111,1050000,HOUSE,5,NORMAL_SALE,,,GOOD,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Belsele/9111/11044830,
2,4,2001,1740,171,B,-1,True,False,True,SOUTH_WEST,,False,366,False,GAS,11124890,,True,37,INSTALLED,1993,,PETEGEM-AAN-DE-LEIE,,1,2,9800,1070000,HOUSE,8,NORMAL_SALE,,,AS_NEW,VILLA,True,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/PETEGEM-AAN-DE-LEIE/9800/11124890,4
5,10,,0,93,A,,False,False,False,,,,577,False,GAS,11088518,,False,,,398,,Sint-Niklaas,,,,9100,1075000,HOUSE,20,NORMAL_SALE,,CONNECTED,,APARTMENT_BLOCK,,False,,,5,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Niklaas/9100/11088518,
,7,,0,300,C,,False,False,False,,,,550,False,FUELOIL,11143577,,False,,,953,,Gent,,,,9000,1075000,HOUSE,7,NORMAL_SALE,,,GOOD,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11143577,
,3,,0,,,,False,False,False,,,,133,False,,10101796,,True,,HYPER_EQUIPPED,,,Gent,,59,,9000,1079500,APARTMENT,3,NORMAL_SALE,,,AS_NEW,PENTHOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/10101796,
1,6,1931,0,429,E,,False,False,False,,,True,312,False,GAS,11126031,,True,,USA_INSTALLED,315,,Gent,,1,2,9000,1084000,HOUSE,9,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11126031,3
1,3,1920,713,792,F,,False,False,False,,,True,275,False,FUELOIL,10918865,,False,19,,4269,40,Mullem,,,,9700,1095000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,MANOR_HOUSE,,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Mullem/9700/10918865,4
2,2,2022,1488,28,A,,False,False,False,,,,256,False,ELECTRIC,11000685,,True,,HYPER_EQUIPPED,,,Waasmunster,,2,1,9250,1090000,APARTMENT,6,NORMAL_SALE,,,GOOD,APARTMENT,,True,,90,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Waasmunster/9250/11000685,
,0,,1,,,,False,False,False,,,False,2159,False,,9975489,,False,,,2159,,Denderleeuw,,,,9470,1095000,HOUSE,,NORMAL_SALE,,NOT_CONNECTED,,HOUSE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Denderleeuw/9470/9975489,2
2,5,1978,0,145,B,,False,False,False,,,,322,False,,11112281,,True,31,USA_INSTALLED,21346,75,Ninove,,2,10,9400,1175000,HOUSE,7,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,False,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ninove/9400/11112281,4
3,5,1986,0,271,C,,False,False,True,SOUTH,1500,,510,False,GAS,10944916,,True,19,HYPER_EQUIPPED,2304,65,Appels,,1,4,9200,1290000,HOUSE,9,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Appels/9200/10944916,
5,5,1927,0,358,D,,False,False,False,,,True,430,False,FUELOIL,11021824,,False,,,3145,,Kruisem,,2,8,9750,1175000,HOUSE,14,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Kruisem/9750/11021824,4
3,3,2022,0,,,,False,False,False,,,,180,False,,11129215,,True,,HYPER_EQUIPPED,,,Gent,,1,1,9000,1325000,APARTMENT,9,NORMAL_SALE,,,AS_NEW,PENTHOUSE,False,True,,58,3,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11129215,4
1,4,1918,1127,1004,F,,False,False,True,SOUTH_WEST,42,True,320,,GAS,11054621,,True,,SEMI_EQUIPPED,1227,57,WETTEREN,,,3,9230,1325000,HOUSE,7,NORMAL_SALE,,,GOOD,OTHER_PROPERTY,,True,,11,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/WETTEREN/9230/11054621,4
6,12,1967,0,256,C,,False,False,False,,,,456,False,GAS,11033976,,True,,INSTALLED,330,,Aalst,,5,6,9300,1295000,HOUSE,18,NORMAL_SALE,,,GOOD,APARTMENT_BLOCK,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9300/11033976,2
3,3,2022,0,,,,False,False,False,,,,180,False,,11137930,,True,,HYPER_EQUIPPED,,,Gent,,1,1,9000,1325000,APARTMENT,9,NORMAL_SALE,,,AS_NEW,PENTHOUSE,False,True,,58,3,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11137930,4
,,,0,,,,False,False,False,,,,,,,11129291,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11129291,
,,,0,,,,False,False,False,,,,,False,,11130877,,False,,,,,Gent,,1,1,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11130877,
2,6,1997,0,156,B,1,True,False,False,,,True,446,False,FUELOIL,11001182,,True,,INSTALLED,3950,,Destelbergen,,3,5,9070,1335000,HOUSE,11,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Destelbergen/9070/11001182,4
2,6,1997,0,156,B,,False,False,False,,,True,446,False,FUELOIL,11005354,,False,,,3950,,Destelbergen,,3,,9070,1335000,HOUSE,8,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,VILLA,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Destelbergen/9070/11005354,4
2,3,2010,3309,101,B,,False,False,False,,,,450,False,GAS,10847607,,True,,HYPER_EQUIPPED,0,,Aalst,,3,1,9300,1335000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,EXCEPTIONAL_PROPERTY,,True,,100,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9300/10847607,4
2,2,,0,186,B,,False,False,False,,,,320,False,,11108601,,True,,HYPER_EQUIPPED,,,Berlare,,1,3,9290,1345000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,PENTHOUSE,,True,,106,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Berlare/9290/11108601,4
2,3,2010,3309,101,B,,False,False,False,,,,450,False,GAS,10847606,,True,,HYPER_EQUIPPED,,,Aalst,,3,1,9300,1335000,APARTMENT,8,NORMAL_SALE,,,GOOD,PENTHOUSE,,True,,100,3,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Aalst/9300/10847606,4
2,5,1950,0,355,D,,False,False,False,,,True,429,False,FUELOIL,11083840,,False,,,6771,,Evergem,,,,9940,1345000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Evergem/9940/11083840,4
2,2,,518,181,B,,False,False,False,,,False,508,False,FUELOIL,11124108,,False,,,4410,,Beervelde,,2,20,9080,1349000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,True,True,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Beervelde/9080/11124108,4
2,2,2022,0,,,,False,False,False,,,,186,False,,9917104,False,True,,HYPER_EQUIPPED,,,St-Denijs-Westrem,,,,9051,1381500,APARTMENT,4,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,56,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/St-Denijs-Westrem/9051/9917104,4
1,5,1965,0,302,D,,False,False,False,,,,288,False,FUELOIL,11037461,,True,,HYPER_EQUIPPED,5238,,Dendermonde Sint-Gillis-bij-Dendermonde,,2,10,9200,1385000,HOUSE,8,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Dendermonde-Sint-Gillis-bij-Dendermonde/9200/11037461,4
,4,1903,0,256,D,,False,False,False,,,,300,False,GAS,11103218,,True,,INSTALLED,88,,Gent,,,,9000,1390000,HOUSE,4,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11103218,
1,7,1987,2115,478,E,,False,False,False,,,True,488,False,ELECTRIC,11046835,,False,,,10030,,Zulte,,2,10,9870,1390000,HOUSE,10,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zulte/9870/11046835,4
1,3,2010,1950,-8,A+,-1,True,False,True,SOUTH,,True,1056,False,,10753149,,True,,INSTALLED,0,,Waasmunster,,1,5,9250,1390000,HOUSE,7,NORMAL_SALE,,,,MIXED_USE_BUILDING,,True,,107,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Waasmunster/9250/10753149,4
1,3,2010,1950,-8,A+,,False,False,False,,,True,1056,,,10724990,,True,,INSTALLED,1048,,WAASMUNSTER,,1,5,9250,1390000,HOUSE,7,NORMAL_SALE,,,,MIXED_USE_BUILDING,,True,,107,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/WAASMUNSTER/9250/10724990,4
2,5,1902,3377,395,D,,False,False,False,,,,1336,False,FUELOIL,11117322,,True,,HYPER_EQUIPPED,3932,,Lievegem,,3,20,9932,1495000,HOUSE,7,NORMAL_SALE,,CONNECTED,,HOUSE,,True,,50,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lievegem/9932/11117322,
,0,,0,598,F,,False,False,False,,,True,1025,False,,11143867,,False,,,3193,,Merelbeke,,6,9,9820,1390000,HOUSE,4,NORMAL_SALE,,CONNECTED,,MIXED_USE_BUILDING,,False,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/11143867,4
1,3,,0,,,,False,False,False,,,False,164,,FUELOIL,10872165,,False,,,9136,,Nazareth,,1,,9810,1395000,HOUSE,5,NORMAL_SALE,,,TO_RESTORE,EXCEPTIONAL_PROPERTY,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Nazareth/9810/10872165,4
2,3,1937,1089,285,C,,False,False,False,,,True,,False,GAS,11021794,,True,,HYPER_EQUIPPED,1589,,Herzele,,2,5,9550,1000000,HOUSE,8,NORMAL_SALE,,CONNECTED,AS_NEW,COUNTRY_COTTAGE,,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Herzele/9550/11021794,4
1,4,2016,2247,241,C,1,True,False,False,,,True,388,,GAS,11050176,,True,,INSTALLED,1576,,GENT,,,2,9052,985000,HOUSE,9,NORMAL_SALE,,,,VILLA,True,True,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/GENT/9052/11050176,4
1,2,1940,1895,289,C,,False,False,True,,13,,209,False,GAS,11122281,,False,,,,,Gent,,,,9000,1495000,APARTMENT,5,NORMAL_SALE,,,,PENTHOUSE,,True,,25,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11122281,
1,5,1991,1368,409,E,,False,False,False,,,True,488,False,FUELOIL,11115818,,False,,,12175,,Merelbeke,,2,,9820,999000,HOUSE,8,NORMAL_SALE,,CONNECTED,TO_RENOVATE,VILLA,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/11115818,4
2,5,1880,999,311,D,,False,False,False,,,,299,False,,11117832,,False,,,95,,Gent,,,,9000,985000,HOUSE,7,NORMAL_SALE,,CONNECTED,,MANOR_HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11117832,
1,6,2016,1708,60,A,,False,False,False,,,True,336,,GAS,11154253,,True,,HYPER_EQUIPPED,2015,,BACHTE-MARIA-LEERNE,,,,9800,985000,HOUSE,7,NORMAL_SALE,,,,VILLA,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/BACHTE-MARIA-LEERNE/9800/11154253,4
1,3,,0,109,B,,False,False,True,,70,True,232,False,GAS,11054257,,False,,,0,,Gent,,1,1,9000,987654,HOUSE,6,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,False,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11054257,3
1,2,2012,0,91,A,,False,False,False,,,True,212,False,,11082958,,True,,HYPER_EQUIPPED,212,,Gent,,1,1,9000,990000,HOUSE,5,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,,True,,24,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11082958,2
2,5,,1802,416,E,,False,False,False,,,,281,False,FUELOIL,10325041,,True,21,HYPER_EQUIPPED,2651,72,Aalst Herdersem,,3,10,9310,990000,HOUSE,9,NORMAL_SALE,,CONNECTED,GOOD,EXCEPTIONAL_PROPERTY,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst-Herdersem/9310/10325041,4
,,,0,,,,False,False,False,,,,,False,,11093003,,False,,,,,Zottegem,,,,9620,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Zottegem/9620/11093003,
1,2,2012,0,91,A,,False,False,False,,,,212,False,,11082959,,True,,HYPER_EQUIPPED,,,Gent,,1,1,9000,990000,APARTMENT,5,NORMAL_SALE,,,AS_NEW,LOFT,,True,,24,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11082959,2
5,5,,0,,A+,1,True,False,True,,1,True,530,True,,11103352,,True,,USA_HYPER_EQUIPPED,1700,91,Wichelen,,2,1,9260,995000,HOUSE,15,NORMAL_SALE,,,,VILLA,True,False,,,5,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Wichelen/9260/11103352,2
3,3,1951,1386,199,B,1,True,False,True,EAST,1089,True,357,False,GAS,11060086,,True,37,USA_HYPER_EQUIPPED,1451,76,Wetteren,,5,4,9230,995000,HOUSE,10,NORMAL_SALE,,,,VILLA,,True,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Wetteren/9230/11060086,4
2,5,1996,1623,211,C,,False,False,True,,970,True,346,False,FUELOIL,11154353,,False,24,,1730,57,Dendermonde,,1,,9200,995000,HOUSE,7,NORMAL_SALE,,NOT_CONNECTED,,VILLA,True,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Dendermonde/9200/11154353,4
1,1,2022,0,,,,False,False,False,,,,199,False,,9545462,,True,,INSTALLED,,,Gent,,,1,9000,995000,APARTMENT,2,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,15,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/9545462,2
3,5,,0,276,C,,False,False,False,,,True,,False,,10820033,,False,,,3570,,Kluisbergen,,2,4,9690,995000,HOUSE,8,NORMAL_SALE,,CONNECTED,AS_NEW,VILLA,True,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Kluisbergen/9690/10820033,4
1,4,1825,0,344,D,,False,False,False,,,,225,False,,10923108,,True,,INSTALLED,1520,,Oosterzele,,,7,9860,995000,HOUSE,5,NORMAL_SALE,,,AS_NEW,MANOR_HOUSE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oosterzele/9860/10923108,4
3,9,1977,6689,272,C,,False,False,False,,,,330,False,,10811093,,True,,SEMI_EQUIPPED,,,Beveren-Waas,,,,9120,995000,APARTMENT,15,NORMAL_SALE,,,GOOD,APARTMENT,False,True,,5,3,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Beveren-Waas/9120/10811093,2
3,9,1977,6689,272,C,,False,False,False,,,,330,False,,10809554,,True,,SEMI_EQUIPPED,385,,Beveren-Waas,,,,9120,995000,HOUSE,15,NORMAL_SALE,,,GOOD,APARTMENT_BLOCK,False,True,,5,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Beveren-Waas/9120/10809554,2
4,6,1919,836,418,E,,False,True,False,,,,577,,GAS,11154313,,True,,HYPER_EQUIPPED,,,Sint-Amandsberg,,,,9040,995000,APARTMENT,16,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,,6,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Amandsberg/9040/11154313,2
2,2,,0,167,B,,False,False,False,,,,139,False,,11117839,,False,,,,,Gent,,1,,9000,995000,APARTMENT,6,NORMAL_SALE,,,,PENTHOUSE,,True,,100,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11117839,
2,4,2023,0,,A++,,False,False,True,SOUTH,35,True,240,False,ELECTRIC,11035565,,True,17,INSTALLED,96,,Gent,,1,,9040,995000,HOUSE,9,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,False,True,SOUTH,9,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9040/11035565,2
2,4,,0,261,C,,False,False,False,,,,415,False,GAS,11119297,,True,,INSTALLED,2029,,Lochristi,,2,,9080,995000,HOUSE,9,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lochristi/9080/11119297,
,,,0,,,,False,False,False,,,,,False,,9223359,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/9223359,
3,6,1990,0,261,C,1,True,False,False,,,True,340,False,FUELOIL,10900505,,False,,,15818,,Melle,,3,5,9090,997000,HOUSE,9,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Melle/9090/10900505,4
1,2,1943,0,501,F,,False,False,False,,,,,False,GAS,11066173,,False,,,,,Ninove,,,8,9400,998000,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,False,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Ninove/9400/11066173,3
3,6,1993,1908,250,C,,False,False,True,SOUTH_WEST,4000,,404,False,FUELOIL,11141884,,True,,INSTALLED,4686,,Middelburg,,3,6,9992,998000,HOUSE,13,NORMAL_SALE,,,,VILLA,,True,,50,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Middelburg/9992/11141884,
1,5,1974,1663,180,B,,False,False,True,SOUTH,600,,442,False,GAS,11152631,,True,15,INSTALLED,1127,58,Aalst (9300),,1,,9300,998000,HOUSE,7,NORMAL_SALE,,CONNECTED,,VILLA,,True,,28,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst-(9300)/9300/11152631,
2,4,1865,1270,154,B,1,True,False,True,SOUTH_WEST,90,True,250,False,GAS,10976848,,True,30,INSTALLED,250,28,gent,,,,9000,998000,HOUSE,9,NORMAL_SALE,,CONNECTED,AS_NEW,MANSION,False,True,SOUTH_WEST,50,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10976848,2
1,4,,0,417,E,,False,False,False,,,True,802,False,,11146429,,False,,,2576,,Merelbeke,,6,9,9820,998000,HOUSE,9,NORMAL_SALE,,CONNECTED,,MIXED_USE_BUILDING,,True,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/11146429,4
1,3,2023,0,,,,False,False,False,,,,,False,,10555258,,True,,HYPER_EQUIPPED,603,,Brakel,,,,9660,950000,HOUSE,6,NORMAL_SALE,,CONNECTED,,HOUSE,False,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Brakel/9660/10555258,4
2,4,2020,0,,,,False,False,False,,,,,False,GAS,9775786,False,True,11,INSTALLED,,25,Ronse,,,,9600,950000,APARTMENT,8,NORMAL_SALE,,,,APARTMENT,False,True,,87,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Ronse/9600/9775786,
2,4,1948,1527,282,C,,False,False,False,,,,,False,FUELOIL,10724420,,True,18,INSTALLED,3616,,Aalst,,,,9300,950000,HOUSE,8,NORMAL_SALE,,,GOOD,VILLA,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9300/10724420,
